Q_ID,FACTOR,SUPER FACTOR,ITEM HEBREW,ITEM ENGLISH,REV,RANK / SCALE,TYPE, FIT HEBREW,FIT ENGLISH,ANSWER HEBREW,ANSWER ENGLISH,ANS_OPT_HEBREW,ANS_OPT_ENGLISH,AYALON,NEW PILOT,DEMO,Ayalon pre-callibration,Nike,INCLUDED
fast_promotion1,fast promotion,fast promotion,אני שואף/ת להתקדם בתפקיד כמה שיותר מהר ,I aspire to get a promotion as quickly as possible.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
fast_promotion2,fast promotion,fast promotion,למלא שנתיים את אותו תפקיד זה יותר מדי זמן ,Two years in the same position is too long.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
fast_promotion3r,fast promotion,fast promotion,אני מעדיף/ה לצבור מומחיות בתפקיד אחד מאשר לעבור בין תפקידים ,I prefer to specialize in one job than to switch roles.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
openness_to_feedback_1,openness to feedback,learning competence,אני אוהב/ת לשמוע מה אנשים חושבים עליי ,I like to hear what people think of me.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,yes,,,
openness_to_feedback_2r,openness to feedback,learning competence,אני מעדיף/ה לא לדעת מה אנשים חושבים עליי ,I prefer not to know what people think of me.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
openness_to_feedback_3r,openness to feedback,learning competence,חשוב לי להיות צודק/ת בויכוחים ,It is important for me to be right in arguments.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
openness_to_feedback_4r,openness to feedback,learning competence,לא מעניין אותי מה אנשים חושבים עליי ,I do not care what people think of me.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
openness_to_feedback_5r,openness to feedback,learning competence,יש הרבה תחומים שאני רוצה להשתפר בהם ,There are many areas where I want to improve.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,yes,,"AYALON,EH,"
openness_to_feedback_5,openness to feedback,learning competence,יש הרבה תחומים שאני רוצה להשתפר בהם ,There are many areas where I want to improve.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
openness_to_feedback_6r,openness to feedback,learning competence,אני מי שאני ולא אשתנה בשביל אחרים ,I am who I am and will not change for others.,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,yes,,"AYALON,EH,"
openness_to_feedback_7r,openness to feedback,learning competence,אני מעדיף/ה לא להעיר לאנשים ושלא יעירו לי,,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=8",,,,yes,,"AYALON,EH,"
openness_to_feedback_8r,openness to feedback,learning competence,אנשים אחרים לא יכולים באמת לדעת מה טוב בשבילי,,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=9",,,,yes,,"AYALON,EH,"
openness_to_feedback_9r,openness to feedback,learning competence,זה מבלבל אותי להתייעץ עם הרבה אנשים,,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=10",,,,yes,,"AYALON,EH,"
openness_to_feedback_10,openness to feedback,learning competence,כשאני מתלבט/ת כיצד לפעול אני אוהב/ת להתייעץ,,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=11",,,,yes,,"AYALON,EH,"
openness_to_feedback_11r,openness to feedback,learning competence,"כשמותחים עליי ביקורת, היא בדרך כלל לא מוצדקת",,yes,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=12",,,,yes,,"AYALON,EH,"
openness_to_feedback_12,openness to feedback,learning competence,אני אוהב/ת לשמוע מה אנשים חושבים על הדרך בה אני פועל /ת או עובד/ת,,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=13",,,,yes,,"AYALON,EH,"
charisma_1,charisma,charisma,אני בעל/ת נוכחות בחדר,I am someone who has a presence in a room.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
charisma_2,charisma,charisma,אני בעל/ת יכולת להשפיע על אחרים,I am someone who has the ability to influence people.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
charisma_3,charisma,charisma,אני יודע/ת איך להנהיג קבוצה,I am someone who knows how to lead a group.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
charisma_4,charisma,charisma,אני יודע/ת מה גורם לאנשים להרגיש בנוח,I am someone who makes people feel comfortable.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
charisma_5,charisma,charisma,אני מחייך/ת לאנשים לעיתים קרובות,I am someone who smiles at people often.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
charisma_6,charisma,charisma,אני יכול/ה להסתדר עם כל אחד,I am someone who can get along with anyone.,,,P,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",,,,,,
liescale_instruc,,,סמן/י את המילים שאת/ה מכיר מתוך רשימת המילים הבאה:,,,,,,,,,,,,,,yes,,"AYALON,EH,"
liescale_1,lie scale,,אצטבה,,,,L,,,,TRUE,מכיר / לא מכיר,,,yes,,yes,,"AYALON,EH,"
liescale_2,lie scale,,ברדס ,,,,L,,,,TRUE,מכיר / לא מכיר,,,yes,,yes,,"AYALON,EH,"
liescale_3,lie scale,,חרטובית,,,,L,,,,FALSE,מכיר / לא מכיר,,,yes,,yes,,"AYALON,EH,"
liescale_4,lie scale,,אנדרלמוסיה,,,,L,,,,TRUE,מכיר / לא מכיר,,,yes,,yes,,"AYALON,EH,"
liescale_5,lie scale,,מכמורת,,,,L,,,,TRUE,מכיר / לא מכיר,,,yes,,yes,,"AYALON,EH,"
liescale_6,lie scale,,שלחופה,,,,L,,,,TRUE,מכיר / לא מכיר,,,yes,,yes,,"AYALON,EH,"
liescale_7,lie scale,,כעך,,,,L,,,,TRUE,מכיר / לא מכיר,,,yes,,yes,,"AYALON,EH,"
liescale_8,lie scale,,דיסטרונומיה,,,,L,,,,FALSE,מכיר / לא מכיר,,,yes,,yes,,"AYALON,EH,"
liescale_9,lie scale,,טוליז,,,,L,,,,FALSE,מכיר / לא מכיר,,,yes,,yes,,"AYALON,EH,"
liescale_10,lie scale,,מתאבן,,,,L,,,,TRUE,מכיר / לא מכיר,,,yes,,yes,,"AYALON,EH,"
liescale_11,lie scale,,אסדל,,,,L,,,,FALSE,מכיר / לא מכיר,,,yes,,yes,,"AYALON,EH,"
liescale_12,lie scale,,גלמוד,,,,L,,,,TRUE,מכיר / לא מכיר,,,yes,,yes,,"AYALON,EH,"
liescale_13,lie scale,,לאלתר,,,,C,,,,TRUE,מכיר / לא מכיר,,,,,,,
liescale_14,lie scale,,תשר,,,,C,,,,TRUE,מכיר / לא מכיר,,,,,,,
liescale_15,lie scale,,אוליגרכיה,,,,C,,,,TRUE,מכיר / לא מכיר,,,,,,,
liescale_16,lie scale,,אבסלוטי,,,,C,,,,TRUE,מכיר / לא מכיר,,,,,,,
liescale_17,lie scale,,מבואה,,,,C,,,,TRUE,מכיר / לא מכיר,,,,,,,
liescale_18,lie scale,,אבוקה,,,,C,,,,TRUE,מכיר / לא מכיר,,,,,,,
liescale_19,lie scale,,פלסון,,,,C,,,,FALSE,מכיר / לא מכיר,,,,,,,
liescale_20,lie scale,,לגאלי,,,,C,,,,TRUE,מכיר / לא מכיר,,,,,,,
liescale_21,lie scale,,אלמוס,,,,C,,,,FALSE,מכיר / לא מכיר,,,,,,,
liescale_22,lie scale,,טיפולוגיה,,,,C,,,,TRUE,מכיר / לא מכיר,,,,,,,
liescale_23,lie scale,,חוטר,,,,C,,,,TRUE,מכיר / לא מכיר,,,,,,,
liescale_24,lie scale,,ערירי,,,,C,,,,TRUE,מכיר / לא מכיר,,,,,,,
cultural_power_1r,cultural power,cultural fit,חופש פעולה,Freedom of action.,yes,,F,"חופש פעולה, להנות, גיבוי של חברי הצוות, שיהיה לי סדר יום קבוע, עבודה מגוונת","Freedom of action, Have fun, Backup of team members, Focused area of responsibility, Diverse work",,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_energy_1r,cultural energy,cultural fit,להנות,Have fun.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_interpersonal_1r,cultural interpersonal,cultural fit,"
גיבוי של חברי הצוות",Backup of team members.,yes,RANK,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=7","1=The most important, 7=The least important",yes,yes,,,,
cultural_dynamic_1,cultural dynamic,cultural fit,שיהיה לי סדר יום קבוע,Have a fixed schedule.,,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_content_1r,cultural content,cultural fit,עבודה מגוונת,Diverse work.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_interpersonal_1,cultural interpersonal,cultural fit,"בשאלה הבאה מופיע מאפיין של מקום עבודה. <br> 
אנא סמן/י את המידה בה חשוב לך שמאפיין זה יהיה קיים בארגון בו את/ה עובד/ת  מ-1 (הכי פחות חשוב לי) ועד 7 (חשוב לי מאוד).  <br><br>",Backup of team members.,,SCALE,F,,,,,"הכי פחות חשוב לי=1, הכי חשוב לי=7","1= The least important, 7=The most important",,,,yes,,"AYALON,EH,"
cultural_growth_1r,cultural growth,cultural fit,"
ליווי וחניכה",Guiding and mentoring.,yes,RANK,F,"ליווי וחניכה, לעבוד בארגון מבוסס ויציב, לתרום תרומה ייחודית, לעשות משהו שמלהיב אותי, ניהול בגובה העיניים","Guiding and mentoring, Work in a stable organization, Make a unique contribution, Do something that excites me, Eye-level management",,,"הכי חשוב לי=1, הכי פחות חשוב לי=7","1=The most important, 7=The least important",yes,yes,,,,
cultural_status_1r,cultural status,cultural fit,לעבוד בארגון מבוסס ויציב,Work in a stable organization.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_power_2r,cultural power,cultural fit,לתרום תרומה ייחודית,Make a unique contribution.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_energy_2r,cultural energy,cultural fit,לעשות משהו שמלהיב אותי,Do something that excites me,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",,yes,,,,
cultural_interpersonal_2r,cultural interpersonal,cultural fit,ניהול בגובה העיניים,Eye-level management.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_dynamic_2,cultural dynamic,cultural fit,לקבל הנחיות ברורות ומוגדרות,Get clear and defined instructions.,,,F,"לקבל הנחיות ברורות ומוגדרות, לעשות עבודה בעלת משמעות, עבודה מאתגרת שכל הזמן מאלצת אותי להשתפר, האפשרות להתקדם בארגון, להיות בעמדת השפעה","Get clear and defined instructions, Meaningful work, A challenging job that constantly forces me to improve, Possibility to get promoted in the organization, Be in a position of influence",,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_content_2r,cultural content,cultural fit,לעשות עבודה בעלת משמעות,Meaningful work.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_growth_2r,cultural growth,cultural fit,עבודה מאתגרת שכל הזמן מאלצת אותי להשתפר,A challenging job that constantly forces me to improve.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_status_2r,cultural status,cultural fit,האפשרות להתקדם בארגון,Possibility to get promoted in the organization.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_growth_1,cultural growth,cultural fit,"בשאלה הבאה מופיע מאפיין של מקום עבודה. <br> 
אנא סמן/י את המידה בה חשוב לך שמאפיין זה יהיה קיים בארגון בו את/ה עובד/ת  מ-1 (הכי פחות חשוב לי) ועד 7 (חשוב לי מאוד).  <br><br>
ליווי וחניכה",Guiding and mentoring.,,SCALE,F,,,,,"הכי פחות חשוב לי=1, הכי חשוב לי=7","1= The least important, 7=The most important",,,,yes,,"AYALON,EH,"
cultural_power_3r,cultural power,cultural fit,"
להיות בעמדת השפעה",Be in a position of influence.,yes,RANK,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=7","1=The most important, 7=The least important",yes,yes,,,,
cultural_energy_3r,cultural energy,cultural fit,לעבוד בקצב מהיר,Work at a fast pace.,yes,,F,"לעבוד בקצב מהיר, סביבה תומכת, שכל יום עבודה יראה אחרת, לעשות משהו שמעניין אותי, ללמוד דברים חדשים כל הזמן","Work at a fast pace, Supportive environment, Flexibility of management / decision makers,  Do something that interests me, Learn new things all the time",,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",,yes,,,,
cultural_interpersonal_3r,cultural interpersonal,cultural fit,סביבה תומכת,Supportive environment.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_dynamic_3r,cultural dynamic,cultural fit,שכל יום עבודה יראה אחרת,That every day of work would look different,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_content_3r,cultural content,cultural fit,לעשות משהו שמעניין אותי,Do something that interests me.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_growth_3r,cultural growth,cultural fit,ללמוד דברים חדשים כל הזמן,Learn new things all the time.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",,yes,,,,
cultural_status_3r,cultural status,cultural fit,להרוויח שכר ראוי,Earn proper salary.,yes,,F,"להרוויח שכר ראוי, סביבה תחרותית, להיות אקטיבי/ת וליזום, להרגיש מוערך/ת, עבודה שיש בה ""אקשן"" (הרבה שינויים, אתגרים, יעדים משתנים)","Earn proper salary, Competitive environment, Be active and initiate, Feel appreciated,  Work with an edge of ""action"" (a dynamic, challenging environment with evolving objectives),",,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_power_3,cultural power,cultural fit,"בשאלה הבאה מופיע מאפיין של מקום עבודה. <br> 
אנא סמן/י את המידה בה חשוב לך שמאפיין זה יהיה קיים בארגון בו את/ה עובד/ת  מ-1 (הכי פחות חשוב לי) ועד 7 (חשוב לי מאוד).  <br><br>
להיות בעמדת השפעה",Be in a position of influence.,,SCALE,F,,,,,"הכי פחות חשוב לי=1, הכי חשוב לי=7","1= The least important, 7=The most important",,,,yes,,"AYALON,EH,"
cultural_power_4r,cultural power,cultural fit,"
סביבה תחרותית",Competitive environment.,yes,RANK,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=7","1=The most important, 7=The least important",yes,yes,,,,
cultural_energy_4r,cultural energy,cultural fit,להיות אקטיבי/ת וליזום,Be active and initiate.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",,yes,,,,
cultural_interpersonal_4r,cultural interpersonal,cultural fit,להרגיש מוערך/ת,Feel appreciated.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_dynamic_4r,cultural dynamic,cultural fit,"עבודה שיש בה ""אקשן"" (הרבה שינויים, אתגרים, יעדים משתנים)","Work with an edge of ""action"" (a dynamic, challenging environment with evolving objectives).",yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_content_4r,cultural content,cultural fit,לעשות עבודה בעל משמעות ערכית /חברתית,Work with value / social significance.,yes,,F,"לעשות עבודה בעל משמעות ערכית /חברתית, אפשרויות להתפתחות ולמידה אישית,  האפשרות להיות מתוגמל/ת בהתאם לביצועים (בונוסים, תמריצים), שיהיו לי הרבה תחומי אחריות, לשמור על אנרגיות גבוהות במהלך היום","Work with value / social significance, Options for personal development and learning,  The possibility of being rewarded according to performance (bonuses, incentives), Have a lot of responsibility areas, Maintain high energies throughout the day ",,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",,yes,,,,
cultural_growth_4r,cultural growth,cultural fit,אפשרויות להתפתחות ולמידה אישית,Options for personal development and learning.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",,yes,,,,
cultural_status_4r,cultural status,cultural fit,"האפשרות להיות מתוגמל/ת בהתאם לביצועים (בונוסים, תמריצים)","The possibility of being rewarded according to performance (bonuses, incentives).",yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_power_5r,cultural power,cultural fit,שיהיו לי הרבה תחומי אחריות,Have a lot of responsibility areas.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_energy_5r,cultural energy,cultural fit,לשמור על אנרגיות גבוהות במהלך היום,Maintain high energies throughout the day.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",,yes,,,,
cultural_power_4,cultural power,cultural fit,"בשאלה הבאה מופיע מאפיין של מקום עבודה. <br> 
אנא סמן/י את המידה בה חשוב לך שמאפיין זה יהיה קיים בארגון בו את/ה עובד/ת  מ-1 (הכי פחות חשוב לי) ועד 7 (חשוב לי מאוד).  <br><br>
סביבה תחרותית",Competitive environment.,,SCALE,F,,,,,"הכי פחות חשוב לי=1, הכי חשוב לי=7","1= The least important, 7=The most important",,,,yes,,"AYALON,EH,"
cultural_interpersonal_5r,cultural interpersonal,cultural fit,"
לעבוד בצוות",Work in a team.,yes,RANK,F,"לעבוד בצוות, סביבה רגועה (רמת לחץ נמוכה), חדשנות (חיפוש אחר שיטות ורעיונות שיובילו לביצוע טוב יותר), קבלת משוב על ביצועיי, הטבות (אוכל, ימי כיף, נופשונים)","Work in a team, Calm environment (low pressure level), Innovation (search for methods and ideas that will lead to better performance), Get feedback on my performance, Benefits (food, fun days, vacations)",,,"הכי חשוב לי=1, הכי פחות חשוב לי=7","1=The most important, 7=The least important",yes,yes,,,,
cultural_interpersonal_5,cultural interpersonal,cultural fit,"בשאלה הבאה מופיע מאפיין של מקום עבודה. <br> 
אנא סמן/י את המידה בה חשוב לך שמאפיין זה יהיה קיים בארגון בו את/ה עובד/ת  מ-1 (הכי פחות חשוב לי) ועד 7 (חשוב לי מאוד).  <br><br>
לעבוד בצוות",Work in a team.,,SCALE,F,,,,,"הכי פחות חשוב לי=1, הכי חשוב לי=7","1= The least important, 7=The most important",,,,yes,,"AYALON,EH,"
cultural_dynamic_5,cultural dynamic,cultural fit,"
סביבה רגועה (רמת לחץ נמוכה)",Calm environment (low pressure level).,,RANK,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=7","1=The most important, 7=The least important",yes,yes,,,,
cultural_content_5r,cultural content,cultural fit,חדשנות (חיפוש אחר שיטות ורעיונות שיובילו לביצוע טוב יותר),Innovation (search for methods and ideas that will lead to better performance).,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",,yes,,,,
cultural_growth_5r,cultural growth,cultural fit,קבלת משוב על ביצועיי,Get feedback on my performance.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",,yes,,,,
cultural_status_5r,cultural status,cultural fit,"הטבות (אוכל, ימי כיף, נופשונים)","Benefits (food, fun days, vacations).",yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,yes,,,,
cultural_power_6r,cultural power,cultural fit,להיות יצירתי/ת,Being creative.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,,,,,
cultural_interpersonal_6r,cultural interpersonal,cultural fit,סביבה נטולת עימותים,Conflict-free environment.,yes,,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=5","1=The most important, 5=The least important",yes,,,,,
cultural_dynamic_5r,cultural dynamic,cultural fit,"בשאלה הבאה מופיע מאפיין של מקום עבודה. <br> 
אנא סמן/י את המידה בה חשוב לך שמאפיין זה יהיה קיים בארגון בו את/ה עובד/ת  מ-1 (הכי פחות חשוב לי) ועד 7 (חשוב לי מאוד).  <br><br>
סביבה רגועה (רמת לחץ נמוכה)",Calm environment (low pressure level).,yes,SCALE,F,,,,,"הכי פחות חשוב לי=1, הכי חשוב לי=7","1= The least important, 7=The most important",,,,yes,,"AYALON,EH,"
cultural_interpersonal_7r,cultural interpersonal,cultural fit,"
יחס מכבד של ההנהלה",Respectful treatment from management.,yes,RANK,F,,,,,"הכי חשוב לי=1, הכי פחות חשוב לי=7","1=The most important, 7=The least important",yes,,,,,
app_exp_1,applicant experience,applicant experience,השאלות בשאלון היו ברורות (מנוסחות בצורה מובנת),The questions in the questionnaire were clear (phrased in understandable terms).,,,A,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
app_exp_2r,applicant experience,applicant experience,השאלות בשאלון היו קשות,The questions in the questionnaire were difficult.,,,A,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
app_exp_3_r,applicant experience,applicant experience,מילוי השאלון היה מעייף,Filling out the questionnaire was exhausting.,,,A,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
app_exp_4_r,applicant experience,applicant experience,לקח לי הרבה זמן למלא את השאלון,It took me a long time to fill out the questionnaire.,,,A,,,,,לא מסכים בכלל-מסכים מאוד,"Disagree=1, Netural=3, Agree=7",yes,yes,,,,
cognitive_arithmetic_1,cognitive - arithmetic,cognitive,"לפניך שאלת חשיבה <br>
אנא סמן/י את התשובה הנכונה <br>
במידה ואינך בטוח/ה, נחש/י <br>
מנה אחת של בצק עוגיות מספיקה לייצור 4 עוגיות. כמה עוגיות אפשר לייצר מ-7 מנות של בצק עוגיות?",One portion of cookie dough is enough to make 4 cookies. How many cookies can you make from 7 portions of cookie dough?,,,C,,,28,28,"28,1, 21, 4,7","28,1, 21, 4,7",yes,,,,,
cognitive_arithmetic_2,cognitive - arithmetic,cognitive,"לפניך שאלת חשיבה <br>
אנא סמן/י את התשובה הנכונה <br>
במידה ואינך בטוח/ה, נחש/י <br>
למאור היו 4 שקלים, איתם הוא קנה קפה ב-0.79 שקלים, צ'יפס ב-1.69 שקלים וכרטיס לוטו ב-1.00 שקלים. כמה עודף מאוד צריך לקבל?","Adam had 4 NIS. he bought coffee for 0.79  NIS , chips for 1.69  NIS  and a lottery ticket for 1.00  NIS . How much change he should get?",,,C,,,0.52,0.52,"1.52, 1.12, 0.48, 0.52, 0","1.52, 1.12, 0.48, 0.52, 0",yes,yes,,,,
cognitive_logic_1,cognitive - logic,cognitive,"לפניך שאלת חשיבה <br>
אנא סמן/י את התשובה הנכונה <br>
במידה ואינך בטוח/ה, נחש/י <br>
יוסי גבוה יותר מיוספה. רונה גבוהה יותר מיוסי. מי הכי גבוה?",Ben is taller than Kim. Rachel is taller than Ben. Who is the highest?,,,C,,,רונה,Rachel,"יוסי, יוספה, רונה, לא ניתן לדעת","Ben, Kim, Rachel,  There is no way to know",yes,,,,,
cognitive_arithmetic_3,cognitive - arithmetic,cognitive,"לפניך שאלת חשיבה <br>
אנא סמן/י את התשובה הנכונה <br>
במידה ואינך בטוח/ה, נחש/י <br>
אם דניאל שוקל 150 קילו, עידו שוקל 125 קילו, ויניב שוקל 175 קילו, כל זוג מביניהם שוקל ביחד 300 קילו.","If Daniel weighs 150 kg, Jacob weighs 125 kg and James weighs 175 kilos, each pair weighs 300 kg.",,,C,,,לא נכון,FALSE,"נכון, לא נכון","true, false",yes,,,,,
cognitive_arithmetic_4,cognitive - arithmetic,cognitive,"לפניך שאלת חשיבה <br>
אנא סמן/י את התשובה הנכונה <br>
במידה ואינך בטוח/ה, נחש/י <br>
זוג נעליים עולה 27 שקלים. מחר יש מבצע על נעליים בו יציעו שני זוגות ב-45 שקלים. כמה עולים 3 זוגות נעליים היום?",A pair of shoes cost  27 NIS. Tomorrow there is a sale on shoes that will offer two pairs for 45 NIS. How much will 3 pairs of shoes cost today?,,,C,,,81 שקלים,81 NIS,"27, 72, 81, 162","27, 72, 81, 162",yes,yes,,,,
cognitive_logic_2,cognitive - logic,cognitive,"לפניך שאלת חשיבה <br>
אנא סמן/י את התשובה הנכונה <br>
במידה ואינך בטוח/ה, נחש/י <br>
חלק מהגובלינים הם פנגינים, וכל הפנגינים הם גרבילאים. האם חלק מהגובלינים בוודאות גרבילאים?","Some goblins are penguins, and all the penguins are gerbils. Are some goblins for sure gerbils?",,,C,,,כן,yes,"כן, לא","yes, no",,yes,,,Yes,NIKE
cognitive_arithmetic_5,cognitive - arithmetic,cognitive,"לפניך שאלת חשיבה <br>
אנא סמן/י את התשובה הנכונה <br>
במידה ואינך בטוח/ה, נחש/י <br>
מנה אחת של בצק עוגיות מספיקה לייצור 2.5 עוגיות. כמה עוגיות אפשר לייצר מ-7 מנות של בצק עוגיות?",One portion of cookie dough is enough to make 2.5 cookies. How many cookies can you make from 7 portions of cookie dough?,,,C,,,17.5,17.5,"17.5, 19, 7.5, 14.5, 21","17.5, 19, 7.5, 14.5, 21", ,yes,,,Yes,NIKE
cognitive_logic_3,cognitive - logic,cognitive,"לפניך שאלת חשיבה <br>
אנא סמן/י את התשובה הנכונה <br>
במידה ואינך בטוח/ה, נחש/י <br>
מספר שעות החושך והאור בחודש מרץ הכי קרוב למספר שעות החושך והאור בחודש...",The number of hours of darkness and light in March is closest to the number of hours of darkness and light in the month ,,,C,,,אפריל,April,"יולי, אפריל, ספטמבר, דצמבר","July, April, September, December",yes,yes,,,,
cognitive_quantitivelogic_1,cognitive - quantitive logic,cognitive,"לפניך שאלת חשיבה <br>
אנא סמן/י את התשובה הנכונה <br>
במידה ואינך בטוח/ה, נחש/י <br>
השלם/י את החסר:21 ,___ ,8 ,5 ,3 ,2 ,1 ,1 ,0","complete the missing number: 21 ,__ ,8 ,5 ,3 ,2 ,1 ,1 ,0",,,C,,,13,13,"8, 13, 21, 7","8, 13, 21, 7",yes,yes,,,Yes,NIKE
